"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"도마2동453",1,대전광역시 서구 제비네6길 56,대전광역시 서구 도마2동 147-59,36.31388557,127.37654430,,한전주,042-120,대전광역시,2022-12-15
"도마2동454",1,대전광역시 서구 제비네6길 60,대전광역시 서구 도마2동 147-58,36.31400947,127.37654770,,한전주,042-120,대전광역시,2022-12-15
"도마2동455",1,대전광역시 서구 제비네6길 62,대전광역시 서구 도마2동 147-30,36.31425299,127.37648480,,전용주,042-120,대전광역시,2022-12-15
"도마2동457",1,대전광역시 서구 제비네6길 72,대전광역시 서구 도마2동 147-41,36.31467457,127.37639500,,전용주,042-120,대전광역시,2022-12-15
"도마2동459",1,대전광역시 서구 제비네6길 74,대전광역시 서구 도마2동 148-25,36.31490452,127.37634880,,전용주,042-120,대전광역시,2022-12-15
"도마2동460",1,대전광역시 서구 제비네6길 86,대전광역시 서구 도마2동 148-41,36.31532383,127.37626730,,한전주,042-120,대전광역시,2022-12-15
"도마2동461",1,대전광역시 서구 제비네6길 69,대전광역시 서구 도마2동 149-1,36.31561239,127.37620740,,한전주,042-120,대전광역시,2022-12-15
"도마2동495",1,대전광역시 서구 도산로 65,대전광역시 서구 도마2동 145-1,36.31465697,127.37840210,,전용주,042-120,대전광역시,2022-12-15
"도마2동501",1,대전광역시 서구 제비네4길 7,대전광역시 서구 도마2동 172-22,36.31392727,127.37903320,,한전주,042-120,대전광역시,2022-12-15
"도마2동502",1,대전광역시 서구 제비네4길 11,대전광역시 서구 도마2동 172-32,36.31372022,127.37896260,,건축물,042-120,대전광역시,2022-12-15
"도마2동503",1,대전광역시 서구 제비네4길 17,대전광역시 서구 도마2동 172-9,36.31381822,127.37860960,,한전주,042-120,대전광역시,2022-12-15
"도마2동508",1,대전광역시 서구 제비네4길 36,대전광역시 서구 도마2동 146-12,36.31382384,127.37825880,,한전주,042-120,대전광역시,2022-12-15
"도마2동512",1,대전광역시 서구 제비네4길 38,대전광역시 서구 도마2동 146-22,36.31369821,127.37808840,,한전주,042-120,대전광역시,2022-12-15
"도마2동523",1,대전광역시 서구 제비네4길 116,대전광역시 서구 도마2동 146-43,36.31291794,127.37689880,,한전주,042-120,대전광역시,2022-12-15
"도마2동524",1,대전광역시 서구 제비네6길 46,대전광역시 서구 도마2동 146-54,36.31339140,127.37678970,,한전주,042-120,대전광역시,2022-12-15
"도마2동525",1,대전광역시 서구 제비네6길 46,대전광역시 서구 도마2동 146-54,36.31370476,127.37672720,,한전주,042-120,대전광역시,2022-12-15
"도마2동526",1,대전광역시 서구 제비네7길 34,대전광역시 서구 도마2동 167-35,36.31326605,127.37653300,,전용주,042-120,대전광역시,2022-12-15
"도마2동527",1,대전광역시 서구 제비네7길 28,대전광역시 서구 도마2동 168-31,36.31296695,127.37635900,,건축물,042-120,대전광역시,2022-12-15
"도마2동528",1,대전광역시 서구 제비네7길 46,대전광역시 서구 도마2동 167-11,36.31320893,127.37606780,,건축물,042-120,대전광역시,2022-12-15
"도마2동529",1,대전광역시 서구 제비네7길 37,대전광역시 서구 도마2동 168-9,36.31292948,127.37609710,,한전주,042-120,대전광역시,2022-12-15
"도마2동530",1,대전광역시 서구 제비네7길 57,대전광역시 서구 도마2동 167-14,36.31318268,127.37582100,,건축물,042-120,대전광역시,2022-12-15
"도마2동531",1,대전광역시 서구 제비네7길 69,대전광역시 서구 도마2동 167-20,36.31348540,127.37555690,,한전주,042-120,대전광역시,2022-12-15
"도마2동532",1,대전광역시 서구 제비네7길 43,대전광역시 서구 도마2동 168-13,36.31283344,127.37582940,,한전주,042-120,대전광역시,2022-12-15
"도마2동533",1,대전광역시 서구 제비네8길 52,대전광역시 서구 도마2동 168-40,36.31275155,127.37536130,,한전주,042-120,대전광역시,2022-12-15
"도마2동534",1,대전광역시 서구 도솔로165-1 입구,대전광역시 서구 도마2동 165-1,36.31305596,127.37527930,,한전주,042-120,대전광역시,2022-12-15
"도마2동535",1,대전광역시 서구 제비네8길 53,대전광역시 서구 도마2동 166-14,36.31334233,127.37519990,,한전주,042-120,대전광역시,2022-12-15
"도마2동536",1,대전광역시 서구 제비네10길 79,대전광역시 서구 도마2동 166-13,36.31310912,127.37485080,,한전주,042-120,대전광역시,2022-12-15
"도마2동537",1,대전광역시 서구 제비네9길 4,대전광역시 서구 도마2동 164-43,36.31306754,127.37446090,,한전주,042-120,대전광역시,2022-12-15
"도마2동538",1,대전광역시 서구 제비네9길 17,대전광역시 서구 도마2동 164-50,36.31304904,127.37461120,,전용주,042-120,대전광역시,2022-12-15
"도마2동539",1,대전광역시 서구 도솔로165-1 입구,대전광역시 서구 도마2동 165-1,36.31268744,127.37497130,,한전주,042-120,대전광역시,2022-12-15
"도마2동540",1,대전광역시 서구 제비네10길 97,대전광역시 서구 도마2동 165-24,36.31243143,127.37506840,,한전주,042-120,대전광역시,2022-12-15
"도마2동541",1,대전광역시 서구 제비네10길 101,대전광역시 서구 도마2동 165-6,36.31223469,127.37508410,,건축물,042-120,대전광역시,2022-12-15
"도마2동542",1,대전광역시 서구 제비네9길 23,대전광역시 서구 도마2동 164-57,36.31264398,127.37460450,,한전주,042-120,대전광역시,2022-12-15
"도마2동543",1,대전광역시 서구 제비네9길 27,대전광역시 서구 도마2동 164-3,36.31239596,127.37466730,,한전주,042-120,대전광역시,2022-12-15
"도마2동544",1,대전광역시 서구 제비네9길 37,대전광역시 서구 도마2동 164-10,36.31214345,127.37472460,,한전주,042-120,대전광역시,2022-12-15
"도마2동545",1,대전광역시 서구 도솔로164-11 입구,대전광역시 서구 도마2동 164-11,36.31200368,127.37475170,,전용주,042-120,대전광역시,2022-12-15
"도마2동546",1,대전광역시 서구 제비네10길 105,대전광역시 서구 도마2동 165-11,36.31209491,127.37511680,,한전주,042-120,대전광역시,2022-12-15
"도마2동547",1,대전광역시 서구 제비네4길 150,대전광역시 서구 도마2동 165-9,36.31174086,127.37522370,,한전주,042-120,대전광역시,2022-12-15
"도마2동548",1,대전광역시 서구 제비네4길 156,대전광역시 서구 도마2동 164-23,36.31172388,127.37488960,,한전주,042-120,대전광역시,2022-12-15
"도마2동549",1,대전광역시 서구 제비네4길 139,대전광역시 서구 도마2동 190-17,36.31140832,127.37493820,,한전주,042-120,대전광역시,2022-12-15
"도마2동550",1,대전광역시 서구 제비네4길 129,대전광역시 서구 도마2동 190-21,36.31169768,127.37534320,,한전주,042-120,대전광역시,2022-12-15
"도마2동551",1,대전광역시 서구 계백로 1385,대전광역시 서구 도마2동 190-7,36.31157784,127.37547900,,건축물,042-120,대전광역시,2022-12-15
"도마2동552",1,대전광역시 서구 제비네4길 125,대전광역시 서구 도마2동 190-8,36.31181154,127.37567500,,전용주,042-120,대전광역시,2022-12-15
"도마2동553",1,대전광역시 서구 제비네4길 125,대전광역시 서구 도마2동 190-8,36.31190182,127.37562260,,한전주,042-120,대전광역시,2022-12-15
"도마2동554",1,대전광역시 서구 제비네8길 48,대전광역시 서구 도마2동 168-39,36.31251026,127.37557540,,전용주,042-120,대전광역시,2022-12-15
"도마2동555",1,대전광역시 서구 도솔로168-37 입구,대전광역시 서구 도마2동 168-37,36.31261770,127.37579860,,건축물,042-120,대전광역시,2022-12-15
"도마2동556",1,대전광역시 서구 제비네8길 38,대전광역시 서구 도마2동 168-38,36.31238609,127.37565830,,한전주,042-120,대전광역시,2022-12-15
"도마2동557",1,대전광역시 서구 제비네8길 27,대전광역시 서구 도마2동 165-4,36.31230598,127.37534060,,한전주,042-120,대전광역시,2022-12-15
"도마2동558",1,대전광역시 서구 제비네7길 23,대전광역시 서구 도마2동 168-36,36.31248654,127.37595660,,건축물,042-120,대전광역시,2022-12-15
"도마2동559",1,대전광역시 서구 제비네8길 30,대전광역시 서구 도마2동 169-15,36.31205648,127.37587380,,한전주,042-120,대전광역시,2022-12-15
"도마2동560",1,대전광역시 서구 제비네8길 24,대전광역시 서구 도마2동 169-12,36.31188488,127.37599550,,한전주,042-120,대전광역시,2022-12-15
"도마2동561",1,대전광역시 서구 제비네8길 6,대전광역시 서구 도마2동 169-11,36.31173586,127.37609780,,한전주,042-120,대전광역시,2022-12-15
"도마2동562",1,대전광역시 서구 계백로 1395,대전광역시 서구 도마2동 169-8,36.31195732,127.37659990,,한전주,042-120,대전광역시,2022-12-15
"도마2동563",1,대전광역시 서구 제비네8길 8,대전광역시 서구 도마2동 169-9,36.31186784,127.37639630,,한전주,042-120,대전광역시,2022-12-15
"도마2동564",1,대전광역시 서구 제비네4길 113,대전광역시 서구 도마2동 169-17,36.31232791,127.37624820,,한전주,042-120,대전광역시,2022-12-15
"도마2동565",1,대전광역시 서구 제비네7길 10,대전광역시 서구 도마2동 170-8,36.31223906,127.37656230,,한전주,042-120,대전광역시,2022-12-15
"도마2동566",1,대전광역시 서구 제비네6길 13,대전광역시 서구 도마2동 170-16,36.31227703,127.37673950,,전용주,042-120,대전광역시,2022-12-15
"도마2동567",1,대전광역시 서구 제비네7길 3,대전광역시 서구 도마2동 169-32,36.31196325,127.37686160,,전용주,042-120,대전광역시,2022-12-15
"도마2동568",1,대전광역시 서구 제비네7길 19,대전광역시 서구 도마2동 168-19,36.31262990,127.37621900,,한전주,042-120,대전광역시,2022-12-15
"도마2동569",1,대전광역시 서구 제비네4길 107,대전광역시 서구 도마2동 170-4,36.31253423,127.37654980,,한전주,042-120,대전광역시,2022-12-15
"도마2동570",1,대전광역시 서구 제비네6길 21,대전광역시 서구 도마2동 170-1,36.31272930,127.37684860,,한전주,042-120,대전광역시,2022-12-15
"도마2동571",1,대전광역시 서구 제비네6길 21,대전광역시 서구 도마2동 170-1,36.31262541,127.37692880,,한전주,042-120,대전광역시,2022-12-15
"도마2동572",1,대전광역시 서구 제비네6길 9,대전광역시 서구 도마2동 170-14,36.31247188,127.37703390,,한전주,042-120,대전광역시,2022-12-15
"도마2동574",1,대전광역시 서구 제비네6길 5,대전광역시 서구 도마2동 170-18,36.31223254,127.37719970,,한전주,042-120,대전광역시,2022-12-15
"도마2동575",1,대전광역시 서구 제비네4길 31,대전광역시 서구 도마2동 172-5,36.31348916,127.37793710,,한전주,042-120,대전광역시,2022-12-15
"도마2동576",1,대전광역시 서구 제비네5길 16,대전광역시 서구 도마2동 172-18,36.31320013,127.37814450,,한전주,042-120,대전광역시,2022-12-15
"도마2동577",1,대전광역시 서구 제비네5길 8,대전광역시 서구 도마2동 172-4,36.31293596,127.37832690,,한전주,042-120,대전광역시,2022-12-15
"도마2동581",1,대전광역시 서구 제비네5길 4,대전광역시 서구 도마2동 172-7,36.31267405,127.37850380,,전용주,042-120,대전광역시,2022-12-15
"도마2동582",1,대전광역시 서구 도솔로173-3 입구,대전광역시 서구 도마2동 173-3,36.31221139,127.37961310,,전용주,042-120,대전광역시,2022-12-15
"도마2동583",1,대전광역시 서구 대신1길 13,대전광역시 서구 도마2동 173-4,36.31204803,127.37926440,,한전주,042-120,대전광역시,2022-12-15
"도마2동584",1,대전광역시 서구 대신1길 13,대전광역시 서구 도마2동 173-4,36.31198089,127.37912210,,한전주,042-120,대전광역시,2022-12-15
"도마2동585",1,대전광역시 서구 대신2길 20,대전광역시 서구 도마2동 184-18,36.31174655,127.37984190,,한전주,042-120,대전광역시,2022-12-15
"도마2동586",1,대전광역시 서구 대신2길 49,대전광역시 서구 도마2동 186-24,36.31130523,127.37976180,,전용주,042-120,대전광역시,2022-12-15
"도마2동587",1,대전광역시 서구 대신2길 56,대전광역시 서구 도마2동 185-21,36.31143986,127.37922250,,전용주,042-120,대전광역시,2022-12-15
"도마2동588",1,대전광역시 서구 대신1길 28,대전광역시 서구 도마2동 184-13,36.31170361,127.37917360,,한전주,042-120,대전광역시,2022-12-15
"도마2동589",1,대전광역시 서구 대신1길 7,대전광역시 서구 도마2동 173-15,36.31202877,127.37894420,,한전주,042-120,대전광역시,2022-12-15
"도마2동590",1,대전광역시 서구 대신1길 12,대전광역시 서구 도마2동 185-28,36.31201557,127.37884390,,한전주,042-120,대전광역시,2022-12-15
"도마2동591",1,대전광역시 서구 대신2길 56,대전광역시 서구 도마2동 185-21,36.31144510,127.37899140,,,042-120,대전광역시,2022-12-15
"도마2동592",1,대전광역시 서구 대신2길 64,대전광역시 서구 도마2동 185-19,36.31145257,127.37876880,,전용주,042-120,대전광역시,2022-12-15
"도마2동593",1,대전광역시 서구 대신2길 73,대전광역시 서구 도마2동 186-1,36.31138369,127.37846500,,한전주,042-120,대전광역시,2022-12-15
"도마2동594",1,대전광역시 서구 대신2길 76,대전광역시 서구 도마2동 185-9,36.31174204,127.37842220,,전용주,042-120,대전광역시,2022-12-15
"도마2동595",1,대전광역시 서구 대신2길 73,대전광역시 서구 도마2동 186-1,36.31136011,127.37808350,,한전주,042-120,대전광역시,2022-12-15
"도마2동596",1,대전광역시 서구 대신2길 94,대전광역시 서구 도마2동 185-6,36.31172030,127.37817160,,한전주,042-120,대전광역시,2022-12-15
"도마2동597",1,대전광역시 서구 계백로 1410,대전광역시 서구 도마2동 185-25,36.31208504,127.37824850,,한전주,042-120,대전광역시,2022-12-15
"도마2동598",1,대전광역시 서구 도솔로186-25 입구,대전광역시 서구 도마2동 186-25,36.31117776,127.37804090,,전용주,042-120,대전광역시,2022-12-15
"도마2동599",1,대전광역시 서구 대신2길 116,대전광역시 서구 도마2동 188-31,36.31124839,127.37779070,,한전주,042-120,대전광역시,2022-12-15
"도마2동600",1,대전광역시 서구 계백로 1400,대전광역시 서구 도마2동 188-7,36.31116420,127.37733930,,,042-120,대전광역시,2022-12-15
"도마2동601",1,대전광역시 서구 계백로 1396,대전광역시 서구 도마2동 188-35,36.31107736,127.37701600,,,042-120,대전광역시,2022-12-15
"도마2동602",1,대전광역시 서구 계백로 1390-2,대전광역시 서구 도마2동 188-13,36.31095259,127.37657280,,,042-120,대전광역시,2022-12-15
"도마2동603",1,대전광역시 서구 계백로 1388,대전광역시 서구 도마2동 188-17,36.31084565,127.37618950,,전용주,042-120,대전광역시,2022-12-15
"도마2동604",1,대전광역시 서구 계백로 1384,대전광역시 서구 도마2동 189-1,36.31071168,127.37580610,,전용주,042-120,대전광역시,2022-12-15
"도마2동605",1,대전광역시 서구 도솔로194-2 입구,대전광역시 서구 도마2동 194-2,36.32390309,127.36983090,,전용주,042-120,대전광역시,2022-12-15
"도마2동606",1,대전광역시 서구 도솔로194-2 입구,대전광역시 서구 도마2동 194-2,36.32404433,127.36969380,,전용주,042-120,대전광역시,2022-12-15
"도마2동607",1,대전광역시 서구 도솔로194-2 입구,대전광역시 서구 도마2동 194-2,36.32419690,127.36953300,,전용주,042-120,대전광역시,2022-12-15
"도마2동608",1,대전광역시 서구 도솔로194-2 입구,대전광역시 서구 도마2동 194-2,36.32421651,127.36938280,,전용주,042-120,대전광역시,2022-12-15
"도마2동609",1,대전광역시 서구 도림4길 74,대전광역시 서구 도마2동 561-16,36.31017556,127.36869080,,건축물,042-120,대전광역시,2022-12-15
"도마2동610",1,대전광역시 서구 도솔로 68,대전광역시 서구 도마2동 121-6,36.31673514,127.37351640,,한전주,042-120,대전광역시,2022-12-15
"도마2동611",1,대전광역시 서구 도솔로538-1 입구,대전광역시 서구 도마2동 538-1,36.31503441,127.37054100,,건축물,042-120,대전광역시,2022-12-15
"도마2동612",1,대전광역시 서구 도솔로 25,대전광역시 서구 도마2동 155-2,36.31277228,127.37406700,,한전주,042-120,대전광역시,2022-12-15
"도안동003",1,,대전광역시 서구 도안동 1344,36.32003534,127.34243750,,전용주,042-120,대전광역시,2022-12-15
"둔산동001",1,대전광역시 서구 대덕대로176번길 59,대전광역시 서구 둔산동 1135,36.34672843,127.37943280,,전용주,042-120,대전광역시,2022-12-15
"둔산동002",1,대전광역시 서구 계룡로491번길 24,대전광역시 서구 둔산동 1236,36.34635446,127.38084570,,전용주,042-120,대전광역시,2022-12-15
"둔산동003",1,대전광역시 서구 계룡로491번길 20,대전광역시 서구 둔산동 1237,36.34611100,127.38049640,,전용주,042-120,대전광역시,2022-12-15
"둔산동004",1,대전광역시 서구 문정로9번길 27,대전광역시 서구 둔산동 1146,36.34612173,127.38034890,,전용주,042-120,대전광역시,2022-12-15
"둔산동005",1,대전광역시 서구 문정로9번길 27,대전광역시 서구 둔산동 1146,36.34632718,127.38021340,,전용주,042-120,대전광역시,2022-12-15
"둔산동006",1,대전광역시 서구 문정로9번길 37,대전광역시 서구 둔산동 1148,36.34655302,127.38004180,,전용주,042-120,대전광역시,2022-12-15
"둔산동007",1,대전광역시 서구 문정로9번길 41,대전광역시 서구 둔산동 1148-1,36.34682857,127.37982590,,전용주,042-120,대전광역시,2022-12-15
"둔산동008",1,대전광역시 서구 문정로9번길 41,대전광역시 서구 둔산동 1148-1,36.34709505,127.37962670,,전용주,042-120,대전광역시,2022-12-15
"둔산동009",1,대전광역시 서구 대덕대로176번길 51,대전광역시 서구 둔산동 1133,36.34742476,127.37938040,,전용주,042-120,대전광역시,2022-12-15
"둔산동010",1,대전광역시 서구 대덕대로176번길 51,대전광역시 서구 둔산동 1133,36.34770931,127.37916460,,전용주,042-120,대전광역시,2022-12-15
"둔산동011",1,대전광역시 서구 둔산남로 30,대전광역시 서구 둔산동 1204,36.34798708,127.37895710,,전용주,042-120,대전광역시,2022-12-15
"둔산동012",1,대전광역시 서구 계룡로491번길 90,대전광역시 서구 둔산동 1219,36.34869175,127.38194600,,전용주,042-120,대전광역시,2022-12-15
"둔산동013",1,대전광역시 서구 계룡로491번길 80,대전광역시 서구 둔산동 1223,36.34820284,127.38195200,,전용주,042-120,대전광역시,2022-12-15
"둔산동014",1,대전광역시 서구 계룡로491번길 74,대전광역시 서구 둔산동 1225,36.34787390,127.38195600,,전용주,042-120,대전광역시,2022-12-15
"둔산동015",1,대전광역시 서구 계룡로491번길 58,대전광역시 서구 둔산동 1229,36.34745038,127.38194550,,전용주,042-120,대전광역시,2022-12-15
"둔산동016",1,대전광역시 서구 계룡로491번길 54,대전광역시 서구 둔산동 1231,36.34706309,127.38187680,,전용주,042-120,대전광역시,2022-12-15
"둔산동017",1,,대전광역시 서구 둔산동 1234,36.34677832,127.38145490,,전용주,042-120,대전광역시,2022-12-15
"둔산동018",1,대전광역시 서구 둔산남로 7,대전광역시 서구 둔산동 1155,36.34836198,127.37866920,,전용주,042-120,대전광역시,2022-12-15
"둔산동019",1,대전광역시 서구 둔산남로 7,대전광역시 서구 둔산동 1155,36.34871203,127.37840360,,전용주,042-120,대전광역시,2022-12-15
"둔산동020",1,대전광역시 서구 둔산남로9번길 21,대전광역시 서구 둔산동 1158-1,36.34902811,127.37819070,,전용주,042-120,대전광역시,2022-12-15
"둔산동021",1,,대전광역시 서구 둔산동 1193,36.35053209,127.37921450,,전용주,042-120,대전광역시,2022-12-15
"둔산동022",1,대전광역시 서구 둔산남로9번길 69,대전광역시 서구 둔산동 1192,36.35053767,127.37958490,,전용주,042-120,대전광역시,2022-12-15
"둔산동023",1,대전광역시 서구 둔산남로9번길 75,대전광역시 서구 둔산동 1190,36.35052976,127.37994700,,전용주,042-120,대전광역시,2022-12-15
"둔산동024",1,대전광역시 서구 둔산남로9번길 91,대전광역시 서구 둔산동 1183,36.35052418,127.38028390,,전용주,042-120,대전광역시,2022-12-15
"둔산동025",1,대전광역시 서구 둔산남로9번길 87,대전광역시 서구 둔산동 1185,36.35052529,127.38064320,,전용주,042-120,대전광역시,2022-12-15
"둔산동026",1,대전광역시 서구 둔산남로9번길 91,대전광역시 서구 둔산동 1183,36.35052663,127.38093010,,전용주,042-120,대전광역시,2022-12-15
"둔산동027",1,대전광역시 서구 둔산남로9번길 99,대전광역시 서구 둔산동 1182,36.35051867,127.38130600,,전용주,042-120,대전광역시,2022-12-15
"둔산동028",1,대전광역시 서구 둔산로74번길 12,대전광역시 서구 둔산동 1181,36.35051489,127.38178510,,전용주,042-120,대전광역시,2022-12-15
"둔산동029",1,대전광역시 서구 둔산로74번길 23,대전광역시 서구 둔산동 1208,36.35044450,127.38195740,,전용주,042-120,대전광역시,2022-12-15
"둔산동030",1,대전광역시 서구 둔산로74번길 25,대전광역시 서구 둔산동 1209,36.35011336,127.38194460,,전용주,042-120,대전광역시,2022-12-15
"둔산동031",1,대전광역시 서구 둔산로74번길 31,대전광역시 서구 둔산동 1212,36.34977319,127.38193460,,전용주,042-120,대전광역시,2022-12-15
"둔산동032",1,대전광역시 서구 둔산로74번길 39,대전광역시 서구 둔산동 1215,36.34944875,127.38194140,,전용주,042-120,대전광역시,2022-12-15
"둔산동033",1,대전광역시 서구 둔산로74번길 43,대전광역시 서구 둔산동 1216,36.34923250,127.38193200,,전용주,042-120,대전광역시,2022-12-15
"둔산동034",1,대전광역시 서구 둔산남로 15,대전광역시 서구 둔산동 1203,36.34922926,127.38082910,,전용주,042-120,대전광역시,2022-12-15
"둔산동035",1,대전광역시 서구 둔산남로 15,대전광역시 서구 둔산동 1203,36.34950414,127.38082210,,전용주,042-120,대전광역시,2022-12-15
"둔산동036",1,대전광역시 서구 둔산남로 15,대전광역시 서구 둔산동 1203,36.34981057,127.38081240,,전용주,042-120,대전광역시,2022-12-15
"둔산동037",1,대전광역시 서구 둔산남로 15,대전광역시 서구 둔산동 1203,36.35011920,127.38081950,,전용주,042-120,대전광역시,2022-12-15
"둔산동038",1,대전광역시 서구 둔산남로 15,대전광역시 서구 둔산동 1203,36.35043233,127.38082660,,전용주,042-120,대전광역시,2022-12-15
"둔산동039",1,대전광역시 서구 문정로 171,대전광역시 서구 둔산동 1513,36.34918519,127.39373200,,전용주,042-120,대전광역시,2022-12-15
"둔산동040",1,대전광역시 서구 문정로 171,대전광역시 서구 둔산동 1513,36.34957496,127.39372840,,전용주,042-120,대전광역시,2022-12-15
"둔산동041",1,대전광역시 서구 문정로 171,대전광역시 서구 둔산동 1513,36.35003680,127.39373070,,전용주,042-120,대전광역시,2022-12-15
"둔산동042",1,대전광역시 서구 문정로 181,대전광역시 서구 둔산동 1512,36.35032518,127.39372940,,전용주,042-120,대전광역시,2022-12-15
"둔산동043",1,대전광역시 서구 문정로 181,대전광역시 서구 둔산동 1512,36.35059779,127.39372790,,전용주,042-120,대전광역시,2022-12-15
"둔산동044",1,대전광역시 서구 문정로 181,대전광역시 서구 둔산동 1512,36.35092444,127.39373520,,전용주,042-120,대전광역시,2022-12-15
"둔산동045",1,대전광역시 서구 둔산로206번길 7,대전광역시 서구 둔산동 1835,36.35089663,127.39669560,,전용주,042-120,대전광역시,2022-12-15
"둔산동046",1,대전광역시 서구 문정로170번길 207,대전광역시 서구 둔산동 1913,36.35067614,127.39660530,,전용주,042-120,대전광역시,2022-12-15
"둔산동047",1,대전광역시 서구 둔산로206번길 15,대전광역시 서구 둔산동 1912,36.35039228,127.39660390,,전용주,042-120,대전광역시,2022-12-15
"둔산동048",1,대전광역시 서구 둔산로206번길 26,대전광역시 서구 둔산동 1905,36.35015810,127.39656650,,전용주,042-120,대전광역시,2022-12-15
"둔산동049",1,대전광역시 서구 문정로170번길 7-14,대전광역시 서구 둔산동 1898,36.35014986,127.39633250,,전용주,042-120,대전광역시,2022-12-15
"둔산동050",1,대전광역시 서구 둔산남로165번길 24,대전광역시 서구 둔산동 1890,36.35014896,127.39592310,,전용주,042-120,대전광역시,2022-12-15
"둔산동051",1,대전광역시 서구 문정로 178,대전광역시 서구 둔산동 1873,36.35015012,127.39557500,,전용주,042-120,대전광역시,2022-12-15
"둔산동052",1,대전광역시 서구 둔산남로165번길 15,대전광역시 서구 둔산동 1886,36.34966261,127.39583990,,전용주,042-120,대전광역시,2022-12-15
"둔산동053",1,대전광역시 서구 문정로170번길 10,대전광역시 서구 둔산동 2092,36.34943556,127.39636790,,전용주,042-120,대전광역시,2022-12-15
"둔산동054",1,대전광역시 서구 문정로170번길 7-6,대전광역시 서구 둔산동 1900,36.34968357,127.39631070,,전용주,042-120,대전광역시,2022-12-15
"둔산동055",1,대전광역시 서구 둔산남로165번길 23,대전광역시 서구 둔산동 1889,36.34991137,127.39623660,,전용주,042-120,대전광역시,2022-12-15
"둔산동056",1,대전광역시 서구 둔산로206번길 29,대전광역시 서구 둔산동 1908,36.34983550,127.39669580,,전용주,042-120,대전광역시,2022-12-15
"둔산동057",1,대전광역시 서구 문정로170번길 14,대전광역시 서구 둔산동 2093,36.34943021,127.39662410,,전용주,042-120,대전광역시,2022-12-15
"둔산동058",1,대전광역시 서구 문정로170번길 22,대전광역시 서구 둔산동 2096,36.34943337,127.39702790,,전용주,042-120,대전광역시,2022-12-15
"둔산동059",1,대전광역시 서구 둔산남로175번길 6,대전광역시 서구 둔산동 1923,36.34961575,127.39705950,,전용주,042-120,대전광역시,2022-12-15
"둔산동060",1,대전광역시 서구 둔산남로175번길 10,대전광역시 서구 둔산동 1924,36.34984781,127.39705790,,전용주,042-120,대전광역시,2022-12-15
"둔산동061",1,대전광역시 서구 둔산남로175번길 16,대전광역시 서구 둔산동 1926,36.35012262,127.39707320,,전용주,042-120,대전광역시,2022-12-15
"둔산동062",1,대전광역시 서구 둔산남로175번길 20,대전광역시 서구 둔산동 1927,36.35033667,127.39706590,,전용주,042-120,대전광역시,2022-12-15
"둔산동063",1,대전광역시 서구 둔산남로175번길 24,대전광역시 서구 둔산동 1928,36.35053719,127.39706420,,전용주,042-120,대전광역시,2022-12-15
"둔산동064",1,대전광역시 서구 문정로170번길 204,대전광역시 서구 둔산동 1833,36.35078310,127.39696240,,전용주,042-120,대전광역시,2022-12-15
"둔산동065",1,대전광역시 서구 문정로170번길 194,대전광역시 서구 둔산동 1829,36.35079265,127.39747770,,전용주,042-120,대전광역시,2022-12-15
"둔산동066",1,대전광역시 서구 둔산남로179번길 27,대전광역시 서구 둔산동 1932,36.35027261,127.39736080,,전용주,042-120,대전광역시,2022-12-15
"둔산동067",1,대전광역시 서구 둔산남로179번길 21,대전광역시 서구 둔산동 1934,36.34997070,127.39736490,,전용주,042-120,대전광역시,2022-12-15
"둔산동068",1,대전광역시 서구 둔산남로179번길 15,대전광역시 서구 둔산동 1936,36.34970674,127.39747490,,전용주,042-120,대전광역시,2022-12-15
"둔산동069",1,대전광역시 서구 문정로170번길 34,대전광역시 서구 둔산동 2109,36.34943327,127.39773530,,전용주,042-120,대전광역시,2022-12-15
"둔산동070",1,대전광역시 서구 둔산남로181번길 8,대전광역시 서구 둔산동 1955,36.34968299,127.39784240,,전용주,042-120,대전광역시,2022-12-15
"둔산동071",1,대전광역시 서구 둔산남로181번길 10,대전광역시 서구 둔산동 1956,36.34990378,127.39784080,,전용주,042-120,대전광역시,2022-12-15
"둔산동072",1,대전광역시 서구 둔산남로181번길 22,대전광역시 서구 둔산동 1959,36.35028676,127.39784830,,전용주,042-120,대전광역시,2022-12-15
"둔산동073",1,대전광역시 서구 문정로170번길 190,대전광역시 서구 둔산동 1827,36.35078032,127.39779790,,전용주,042-120,대전광역시,2022-12-15
"둔산동074",1,대전광역시 서구 문정로170번길 184,대전광역시 서구 둔산동 1825,36.35086022,127.39816040,,전용주,042-120,대전광역시,2022-12-15
"둔산동075",1,대전광역시 서구 둔산로218번길 15,대전광역시 서구 둔산동 1976,36.35058515,127.39822300,,전용주,042-120,대전광역시,2022-12-15
"둔산동076",1,대전광역시 서구 둔산로218번길 19,대전광역시 서구 둔산동 1975,36.35029454,127.39821880,,전용주,042-120,대전광역시,2022-12-15
"둔산동077",1,대전광역시 서구 둔산로218번길 29,대전광역시 서구 둔산동 1972,36.34984392,127.39822760,,전용주,042-120,대전광역시,2022-12-15
"둔산동078",1,대전광역시 서구 문정로170번길 44,대전광역시 서구 둔산동 2113,36.34942502,127.39818370,,전용주,042-120,대전광역시,2022-12-15
